Qty,Line Item,Manufacturer,MPN,Octopart URL,Schematic Reference,Internal Part Number,Description,Total Qty (@ Batch Size: 1),SKU,SKU,Packaging,Packaging,Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),In Stock,In Stock,MOQ,MOQ,URL,URL,Distributor [Lowest Price (Overall)],SKU [Lowest Price (Overall)],Packaging [Lowest Price (Overall)],Unit Price (@ Batch Size: 1) [Lowest Price (Overall)],Line Total [Lowest Price (Overall)],Batch Total [Lowest Price (Overall)],In Stock [Lowest Price (Overall)],MOQ [Lowest Price (Overall)],URL [Lowest Price (Overall)],Notes
1,RC0603FR-07330KL,Yageo,RC0603FR-07330KL,https://octopart.com/rc0603fr-07330kl-yageo-40952887,R51,330K,0603,1,311-330KHRCT-ND,RC0603FR-07330KL,Cut Tape,,0.134505,0.134505,232278,41774,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0fdfd0a&sid=459&ppid=40952887&vpid=114982931&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0e990a4&sid=2401&ppid=40952887&vpid=116320346&ct=offers,ExcessParts.Net,RC0603FR-07330KL,,0.0134505,0.0134505,0.0134505,4979,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=07ea2d7&sid=13803&ppid=40952887&vpid=135727490&ct=offers,
2,RC0603FR-07330RL,Yageo,RC0603FR-07330RL,https://octopart.com/rc0603fr-07330rl-yageo-40301083,"R59,R64",330,0603,2,311-330HRCT-ND,RC0603FR-07330RL,Cut Tape,,0.134505,0.134505,1445260,68556,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=013572b&sid=459&ppid=40301083&vpid=115141427&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0db39d1&sid=2401&ppid=40301083&vpid=114830355&ct=offers,Quest,RC0603FR-07330RL,,0.0242109,0.0484218,0.0484218,21201,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=056f9c7&sid=2412&ppid=40301083&vpid=120170133&ct=offers,
2,ERJ-6GEYJ100V,Panasonic,ERJ-6GEYJ100V,,"R67,R66",10,0805,2,P10ECT-ND,ERJ-8GEYJ100V,Cut Tape,,0.134505,0.134505,490916,28966,1,,,,Allied Electronics,70266197,Bulk,0.00403515,0.0080703,0.0080703,143780,1,,
1,RC0603FR-07270KL,Yageo,RC0603FR-07270KL,https://octopart.com/rc0603fr-07270kl-yageo-40301078,R72,270K,0603,1,311-270KHRCT-ND,RC0603FR-07270KL,Cut Tape,,0.134505,0.134505,664816,81941,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=022f617&sid=459&ppid=40301078&vpid=114982896&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0e37064&sid=2401&ppid=40301078&vpid=114830350&ct=offers,Area51,RC0603FR-07270KL,,0.003362625,0.003362625,0.003362625,9615,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=042fb3c&sid=13811&ppid=40301078&vpid=189264363&ct=offers,
19,RC0603FR-07100KL,Yageo,RC0603FR-07100KL,https://octopart.com/rc0603fr-07100kl-yageo-40946036,"R76,R2,R3,R4,R7,R8,R24,R26,R44,R45,R47,R48,R61,R73,R74,R75,R77,R78",100K,0603,19,311-100KHRCT-ND,RC0603FR-07100KL,Cut Tape,,0.018830700000000002,0.0134505,4853686,967388,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=08a3cd1&sid=459&ppid=40946036&vpid=114982751&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=053969b&sid=2401&ppid=40946036&vpid=115001591&ct=offers,Farnell,9238727,Cut Tape,0.012229073880094352,0.23235240372179267,0.23235240372179267,129026,10,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0a2e86a&sid=819&ppid=40946036&vpid=139822910&ct=offers,
1,KS-01Q-01,E-Switch,KS-01Q-01,https://octopart.com/ks-01q-01-e-switch-18183226,SW1,SWITCH,KS-01Q,1,EG4791-ND,KS-01Q-01,Bulk,,0.7128765,0.6994260000000001,7502,3773,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0b1ccd0&sid=459&ppid=18183226&vpid=33722890&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=09157f7&sid=2401&ppid=18183226&vpid=165356593&ct=offers,Straight Road Electronics,KS-01Q-01,,0.5245695,0.5245695,0.5245695,0,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0a03d3e&sid=23325&ppid=18183226&vpid=164653443&ct=offers,
4,TL072CPWR,Texas Instruments,TL072CPWR,https://octopart.com/tl072cpwr-texas+instruments-409969,"U1,U2,U3,U4",TL072,TSSOP8,4,296-7193-1-ND,TL072CPWR,Cut Tape,,0.8339310000000001,0.7935795,13222,8545,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=07aa9a4&sid=459&ppid=409969&vpid=1542372&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=01840f7&sid=2401&ppid=409969&vpid=37739204&ct=offers,Rochester Electronics,TL072CPWR,,0.3900645,1.560258,1.560258,4890,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0e9a0cd&sid=5832&ppid=409969&vpid=182243152&ct=offers,
3,LM13700MX/NOPB,Texas Instruments,LM13700MX/NOPB,https://octopart.com/lm13700mx%2Fnopb-texas+instruments-24812477,"U5,U6,U7",LM13700,SOIC16,3,LM13700MX/NOPBCT-ND,LM13700MX/NOPB,Cut Tape,,1.4661045000000001,1.4123025000000002,5842,9841,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0f29e49&sid=459&ppid=24812477&vpid=57586257&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=03b2d69&sid=2401&ppid=24812477&vpid=57203324&ct=offers,Newark,87W8521,Cut Tape,0.823,2.469,2.469,615,1,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=006041e&sid=2402&ppid=24812477&vpid=208402099&ct=offers,
1,DG409DY-T1-E3,Vishay,DG409DY-T1-E3,https://octopart.com/dg409dy-t1-e3-vishay-42271471,U8,DG409,SOIC16,1,DG409DY-T1-E3CT-ND,DG409DY-T1-E3,Cut Tape,,2.4614415000000003,2.4614415000000003,430,0,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=09aa465&sid=459&ppid=42271471&vpid=34235198&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0e9d9be&sid=2401&ppid=42271471&vpid=116517876&ct=offers,Future Electronics,1677392,Cut Tape,1.0087875,1.0087875,1.0087875,0,1,https://octopart.com/click/track?c=1&country=CA&ak=68b25f31&sig=0161f2f&sid=2454&ppid=42271471&vpid=416961708&ct=offers,
1,CD4052BPWR,Texas Instruments,CD4052BPWR,https://octopart.com/cd4052bpwr-texas+instruments-472254,U9,CD4052,TSSOP16,1,296-14273-1-ND,CD4052BPWR,Cut Tape,,0.564921,0.53802,18633,2754,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0ba0fc6&sid=459&ppid=472254&vpid=1222492&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0fc473c&sid=2401&ppid=472254&vpid=37660398&ct=offers,Rochester Electronics,CD4052BPWR,,0.215208,0.215208,0.215208,999,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0e853df&sid=5832&ppid=472254&vpid=182213976&ct=offers,
1,CD4027BPWR,Texas Instruments,CD4027BPWR,https://octopart.com/cd4027bpwr-texas+instruments-460208,U10,CD4027,TSSOP16,1,296-14262-1-ND,CD4027BPWR,Cut Tape,,0.564921,0.53802,2068,2679,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=029b042&sid=459&ppid=460208&vpid=1995695&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0d5a204&sid=2401&ppid=460208&vpid=93616978&ct=offers,Arrow,CD4027BPWR**MULT1,Cut Tape,0.46861542,0.46861542,0.46861542,4000,1,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0815d8e&sid=1106&ppid=460208&vpid=420859017&ct=offers,
1,CD40106BPWR,Texas Instruments,CD40106BPWR,https://octopart.com/cd40106bpwr-texas+instruments-464673,U11,CD40106,TSSOP14,1,296-14082-1-ND,CD40106BPWR,Cut Tape,,0.5514705,0.5245695,52781,16103,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0e554ae&sid=459&ppid=464673&vpid=1200661&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=006af06&sid=2401&ppid=464673&vpid=37784685&ct=offers,Rochester Electronics,CD40106BPWR,,0.215208,0.215208,0.215208,4750,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=033e091&sid=5832&ppid=464673&vpid=182213662&ct=offers,
2,TS321ILT,STMicroelectronics,TS321ILT,https://octopart.com/ts321ilt-stmicroelectronics-410594,"U12,U13",TS321,SOT-23-5,2,497-4061-1-ND,TS321ILT,Cut Tape,,0.7532280000000001,0.7397775000000001,4623,16929,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=08aa5a6&sid=459&ppid=410594&vpid=1511672&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0a96581&sid=2401&ppid=410594&vpid=37837703&ct=offers,Freelance Electronics,TS321ILT,,0.107604,0.215208,0.215208,1700,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0443caa&sid=13062&ppid=410594&vpid=417593305&ct=offers,
4,RV16AF-41-15K-B50K,,,,"VR1,VR2,VR3,VR4",50K linear pot,ALPHA,4,,,,,,,,,,,,,Small Bear Electronics,1011AC 1124,,,,,,,,
2,TC33X-2-104E,Bourns,TC33X-2-104E,https://octopart.com/tc33x-2-104e-bourns-578256,"VR5,VR7",100K,TC33X,2,TC33X-104ECT-ND,TC33X-2-104E,Cut Tape,,0.37661400000000006,0.37661400000000006,33493,9142,1,,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0ff6f8e&sid=459&ppid=578256&vpid=1510940&ct=offers,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=027785e&sid=2401&ppid=578256&vpid=37636069&ct=offers,Onlinecomponents.com,TC33X-2-104E,Bulk,0.17351145,0.3470229,0.3470229,9348,1,https://octopart.com/click/track?country=CA&ak=68b25f31&sig=0bb11d9&sid=2429&ppid=578256&vpid=9001752&ct=offers,
1,RV16AF-41-15K-A50K,,,,VR6,50K audio/log pot,ALPHA,1,,,,,,,,,,,,,Small Bear Electronics,1011AC 1129,,,,,,,,
